路径编号,业务ID,业务组名称,操作简称,路径编码
262,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020B
040O020B
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
返回
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
未值机旅客 值机，只指定座位，不加行李
点击座位图刷新
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
263,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020B
040O020B
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
返回
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
序号输入框选中旅客
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
未值机旅客 值机，只指定座位，不加行李
点击座位图刷新
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
264,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
040O0238
040O0225
040O020F
040O0225
040O020F
040O0264
040O0293
040O0200
040O0210
040O0210
040O0250
040O0210
040O0250
040O0250
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
值机接收
添加行李-旅客处理
值机接收
添加行李-旅客处理
值机接收
航班详情入口
下一步值机
检索提取
检索提取
里程查询
检索提取
里程查询
里程查询
返回
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
航班详情按钮
值机页面加载
切换旅客列表
切换旅客列表
里程查询按钮
切换旅客列表
里程查询按钮
里程查询按钮
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
265,"042E0115
042E0146
042E0146
042E0146
042E0150
042E0121
040O0233
040O0211
040O0225
040O020F
042E0121
042E0117","检索提取
重打牌登机牌
重打牌登机牌
重打牌登机牌
航班详情入口
返回
下一步值机
下一步值机
值机接收
添加行李-旅客处理
返回
结束","旅客提取页签检索按钮
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
航班详情按钮
从其他页面返回检索页刷新
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
266,"042E0115
042E0146
042E0146
040O0233
040O0211
040O0225
040O020F
042E0121
042E0105
042E0105
042E0102
042E0185
042E0185
042E0117","检索提取
重打牌登机牌
重打牌登机牌
下一步值机
下一步值机
值机接收
添加行李-旅客处理
返回
办理历史
办理历史
检索提取
里程查询
里程查询
结束","旅客提取页签检索按钮
重打登机牌按钮
重打登机牌按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
查询办理历史按钮
查询办理历史按钮
旅客查询页签检索按钮
里程查询按钮
里程查询按钮
旅客检索清空按钮",BRT_0402
267,"042E0115
042E0115
042E0118
042E0118
042E0146
042E0146
042E0146
042E0150
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
重打牌登机牌
重打牌登机牌
重打牌登机牌
航班详情入口
返回
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
序号输入框选中旅客
序号输入框选中旅客
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
航班详情按钮
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
268,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0225
040O020F
040O0210
040O0225
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
添加行李-旅客处理
检索提取
值机接收
添加行李-旅客处理
返回
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
序号输入框选中旅客
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
切换旅客列表
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
269,"042E0115
042E0185
040O0233
040O0211
040O020B
040O0293
040O0200
040O0225
040O020F
040O0264
040O0293
040O0200
040O0250
042E0121
042E0117","检索提取
里程查询
下一步值机
下一步值机
选座接收
航班详情入口
下一步值机
值机接收
添加行李-旅客处理
值机接收
航班详情入口
下一步值机
里程查询
返回
结束","旅客提取页签检索按钮
里程查询按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
航班详情按钮
值机页面加载
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
航班详情按钮
值机页面加载
里程查询按钮
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
270,"042E0115
042E0185
042E0146
042E0146
042E0146
040O0233
040O0211
040O0225
040O020F
042E0121
042E0117","检索提取
里程查询
重打牌登机牌
重打牌登机牌
重打牌登机牌
下一步值机
下一步值机
值机接收
添加行李-旅客处理
返回
结束","旅客提取页签检索按钮
里程查询按钮
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
271,"042E0115
042E0185
042E0146
042E0146
040O0233
040O0211
040O0225
040O020F
040O0264
040O0293
040O0200
042E0121
042E0117","检索提取
里程查询
重打牌登机牌
重打牌登机牌
下一步值机
下一步值机
值机接收
添加行李-旅客处理
值机接收
航班详情入口
下一步值机
返回
结束","旅客提取页签检索按钮
里程查询按钮
重打登机牌按钮
重打登机牌按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
航班详情按钮
值机页面加载
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
272,"042E0115
042E0185
042E0146
042E0146
040O0233
040O0211
040O0225
040O020F
042E0121
042E0117","检索提取
里程查询
重打牌登机牌
重打牌登机牌
下一步值机
下一步值机
值机接收
添加行李-旅客处理
返回
结束","旅客提取页签检索按钮
里程查询按钮
重打登机牌按钮
重打登机牌按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
273,"042E0115
040O0233
040O0211
042E0121
042E0115
042E0118
042E0185
040O0233
040O0211
040O0238
040O0238
040O0238
040O0225
040O020F
040O0210
040O0225
040O020F
040O0264
040O0210
040O0282
040T0101
040O0200
040O0210
040O0225
040O020F
042E0121
042E0117","检索提取
下一步值机
下一步值机
返回
检索提取
检索提取
里程查询
下一步值机
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
值机接收
添加行李-旅客处理
检索提取
值机接收
添加行李-旅客处理
值机接收
检索提取
旅客升降舱入口
旅客升降舱
下一步值机
检索提取
值机接收
添加行李-旅客处理
返回
结束","旅客提取页签检索按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
从其他页面返回检索页刷新
旅客提取页签检索按钮
序号输入框选中旅客
里程查询按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
切换旅客列表
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
切换旅客列表
旅客升降舱按钮
升降舱-确定按钮
值机页面加载
切换旅客列表
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
274,"042E0115
040O0233
040O0211
040O0238
040O0238
040O0238
040O0225
040O020F
040O0293
040O0200
040O0293
040O0200
040O0264
042E0121
042E0117","检索提取
下一步值机
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
值机接收
添加行李-旅客处理
航班详情入口
下一步值机
航班详情入口
下一步值机
值机接收
返回
结束","旅客提取页签检索按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
航班详情按钮
值机页面加载
航班详情按钮
值机页面加载
全舱座位图/当前舱位按钮
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
275,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
040O020A
040O020A
040O0211
040O0210
040O020A
040O020A
040O0211
040O0210
040O020A
040O020A
040O0211
040O0210
040O0225
040O020F
040O0264
040O0293
040O0200
040O0293
040O0200
040O0225
040O020F
040O0264
040O0225
040O020F
040O020F
040O0225
040O020F
040O020F
040O0210
040O0290
040R0301
040O0200
040O0210
040O0210
040O0225
040O020F
040O0225
040O020F
040O0225
040O020F
040O0225
040O020F
040O0225
040O0225
040O020F
040O0225
040O020F
040O0225
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
值机接收
值机接收
下一步值机
检索提取
值机接收
值机接收
下一步值机
检索提取
值机接收
值机接收
下一步值机
检索提取
值机接收
添加行李-旅客处理
值机接收
航班详情入口
下一步值机
航班详情入口
下一步值机
值机接收
添加行李-旅客处理
值机接收
值机接收
添加行李-旅客处理
添加行李-旅客处理
值机接收
添加行李-旅客处理
添加行李-旅客处理
检索提取
行李合并入口
行李合并
下一步值机
检索提取
检索提取
值机接收
添加行李-旅客处理
值机接收
添加行李-旅客处理
值机接收
添加行李-旅客处理
值机接收
添加行李-旅客处理
值机接收
值机接收
添加行李-旅客处理
值机接收
添加行李-旅客处理
值机接收
添加行李-旅客处理
返回
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客提取页签检索按钮
序号输入框选中旅客
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
未值机旅客 值机，不指定座位，不加行李
未值机旅客 值机，不指定座位，不加行李
点击座位图刷新
未值机旅客 值机，不指定座位，不加行李
未值机旅客 值机，不指定座位，不加行李
点击座位图刷新
切换旅客列表
未值机旅客 值机，不指定座位，不加行李
未值机旅客 值机，不指定座位，不加行李
点击座位图刷新
切换旅客列表
未值机旅客 值机，不指定座位，不加行李
未值机旅客 值机，不指定座位，不加行李
点击座位图刷新
切换旅客列表
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
航班详情按钮
值机页面加载
航班详情按钮
值机页面加载
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
已值机旅客 ，不改座位，只加行李
切换旅客列表
行李合并计重按钮
合并计重-合并按钮
值机页面加载
切换旅客列表
切换旅客列表
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
276,"042E0115
042E0117","检索提取
结束","旅客提取页签检索按钮
旅客检索清空按钮",BRT_0402
277,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
040O0238
040O0225
040O020F
040O0264
040O0264
040O0264
040O0210
040O0210
040O0250
040O0250
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
值机接收
添加行李-旅客处理
值机接收
值机接收
值机接收
检索提取
检索提取
里程查询
里程查询
返回
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
序号输入框选中旅客
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
快捷键定位到重量输入框时，拿行李秤重量
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
全舱座位图/当前舱位按钮
全舱座位图/当前舱位按钮
切换旅客列表
切换旅客列表
里程查询按钮
里程查询按钮
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
278,"042E0115
042E0117","检索提取
结束","旅客提取页签检索按钮
旅客检索清空按钮",BRT_0402
279,"042E0115
042E0112
042E0115
042E0117","检索提取
检索提取
检索提取
结束","旅客提取页签检索按钮
列表切换旅客
旅客提取页签检索按钮
旅客检索清空按钮",BRT_0402
280,"042E0212
042E0219
042E0223","检索提取
检索提取
结束","航班模式检索操作
航班模式-选中/取消选中旅客操作
清空已选旅客操作",BRT_0404
281,"042E0219
040O0240
042E0142
042E0219
040V0204
042E0200
042E0223","检索提取
同行人提取
座位处理入口
检索提取
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
航班模式-选中/取消选中旅客操作
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
282,"042E0219
040O0240
042E0151
042E0200
042E0214
042E0223","检索提取
同行人提取
座位锁放入口
检索提取
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
座位图/锁放按钮
新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
清空已选旅客操作",-
283,"042E0219
042E0142
040V0204
042E0200
042E0223","检索提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
284,"042E0212
042E0219
040O0240
042E0223","检索提取
检索提取
同行人提取
结束","航班模式检索操作
航班模式-选中/取消选中旅客操作
提取同行人按钮
清空已选旅客操作",BRT_0404
285,"042E0212
042E0212
042E0219
042E0142
040V0204
042E0200
042E0223","检索提取
检索提取
检索提取
座位处理入口
座位处理
检索提取
结束","航班模式检索操作
航班模式检索操作
航班模式-选中/取消选中旅客操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",BRT_0404
286,"042E0219
040O0240
042E0219
040O0240
042E0219
042E0219
042E0219
042E0219
040O0240
042E0142
040V0204
042E0200
042E0223","检索提取
同行人提取
检索提取
同行人提取
检索提取
检索提取
检索提取
检索提取
同行人提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
287,"042E0200
042E0214
042E0223","检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
清空已选旅客操作",-
288,"042E0219
042E0219
042E0219
042E0142
040V0204
042E0200
042E0219
042E0220
042E0212
042E0142
040V0204
042E0200
042E0223","检索提取
检索提取
检索提取
座位处理入口
座位处理
检索提取
检索提取
None
检索提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
航班模式-选中/取消选中旅客操作
None
航班模式检索操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
289,"042E0219
042E0142
042E0200
042E0219
040O0240
042E0219
042E0142
040V0204
042E0200
042E0223","检索提取
座位处理入口
检索提取
检索提取
同行人提取
检索提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
座位处理按钮
新旅客检索页面加载
航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
290,"042E0212
042E0219
042E0212
042E0219
040O0240
042E0212
042E0219
042E0142
040V0204
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
同行人提取
检索提取
检索提取
座位处理入口
座位处理
检索提取
结束","航班模式检索操作
航班模式-选中/取消选中旅客操作
航班模式检索操作
航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式检索操作
航班模式-选中/取消选中旅客操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",BRT_0404
291,"042E0219
040O0240
042E0219
040O0240
042E0142
040V0204
042E0200
042E0223","检索提取
同行人提取
检索提取
同行人提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
292,"042E0219
040O0240
042E0142
040V0204
042E0200
042E0223","检索提取
同行人提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
293,"042E0219
042E0219
042E0219
042E0219
040O0240
042E0142
040V0204
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
同行人提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
294,"042E0219
040O0240
042E0219
040O0240
042E0219
040O0240
042E0219
042E0235
042E0235
042E0235
042E0235
042E0235
042E0235
042E0235
042E0235
042E0235
042E0235
042E0235
042E0142
040V0204
040V0204
040V0204
042E0200
042E0235
042E0235
042E0223","检索提取
同行人提取
检索提取
同行人提取
检索提取
同行人提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理入口
座位处理
座位处理
座位处理
检索提取
检索提取
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
切换已选定旅客列表
座位处理按钮
座位处理-确定按钮
座位处理-确定按钮
座位处理-确定按钮
新旅客检索页面加载
切换已选定旅客列表
切换已选定旅客列表
清空已选旅客操作",-
295,"042E0219
040O0240
042E0142
042E0200
042E0212
042E0212
042E0212
042E0212
042E0212
042E0142
040V0204
042E0200
042E0223","检索提取
同行人提取
座位处理入口
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
新旅客检索页面加载
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
296,"042E0219
040O0240
042E0219
040O0240
042E0142
040V0204
042E0200
042E0214
042E0223","检索提取
同行人提取
检索提取
同行人提取
座位处理入口
座位处理
检索提取
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
清空已选旅客操作",-
297,"042E0219
042E0142
040V0204
042E0200
042E0223","检索提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",-
298,"042E0219
040O0240
042E0142
040V0204
042E0200
01010903","检索提取
同行人提取
座位处理入口
座位处理
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
用户注销按钮",-
299,"042E0219
040O0240
040O0270
040O0270
043L0101
042E0142
042E0200
042E0223","检索提取
同行人提取
旅客详情入口
旅客详情入口
旅客详情-查看员工信息
座位处理入口
检索提取
结束","航班模式-选中/取消选中旅客操作
提取同行人按钮
旅客详情按钮
旅客详情按钮
查看员工姓名
座位处理按钮
新旅客检索页面加载
清空已选旅客操作",-
300,"042E0212
042E0219
042E0212
042E0219
042E0212
042E0219
042E0151
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
结束","航班模式检索操作
航班模式-选中/取消选中旅客操作
航班模式检索操作
航班模式-选中/取消选中旅客操作
航班模式检索操作
航班模式-选中/取消选中旅客操作
座位图/锁放按钮
新旅客检索页面加载
清空已选旅客操作",BRT_0404
301,"042E0212
042E0219
042E0219
042E0142
040V0204
042E0200
042E0223","检索提取
检索提取
检索提取
座位处理入口
座位处理
检索提取
结束","航班模式检索操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
座位处理按钮
座位处理-确定按钮
新旅客检索页面加载
清空已选旅客操作",BRT_0404
302,"042E0102
042E0118
042E0151
042E0121
042E0102
042E0118
040O0240
042E0117","检索提取
检索提取
座位锁放入口
返回
检索提取
检索提取
同行人提取
结束","旅客查询页签检索按钮
序号输入框选中旅客
座位图/锁放按钮
从其他页面返回检索页刷新
旅客查询页签检索按钮
序号输入框选中旅客
提取同行人按钮
旅客检索清空按钮",BRT_0401
303,"042E0102
042E0212
042E0102
042E0102
042E0106
042E0106
043L0101
042E0102
042E0102
042E0102
042E0118
042E0106
042E0118
042E0118
042E0118
042E0118
042E0118
042E0142
040V0204
042E0121
042E0133
042E0106
042E0402
042E0402
042E0402
042E0402
043L0101
042E0117","检索提取
检索提取
检索提取
检索提取
旅客详情入口
旅客详情入口
旅客详情-查看员工信息
检索提取
检索提取
检索提取
检索提取
旅客详情入口
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理入口
座位处理
返回
检索提取
旅客详情入口
旅客详情
旅客详情
旅客详情
旅客详情
旅客详情-查看员工信息
结束","旅客查询页签检索按钮
航班模式检索操作
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客详情按钮
旅客详情按钮
查看员工姓名
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
序号输入框选中旅客
旅客详情按钮
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
座位处理按钮
座位处理-确定按钮
从其他页面返回检索页刷新
旅客查询-刷新
旅客详情按钮
旅客详情下一个按钮
旅客详情下一个按钮
旅客详情下一个按钮
旅客详情下一个按钮
查看员工姓名
旅客检索清空按钮",BRT_0401
304,"042E0102
042E0102
042E0102
042E0102
042E0142
040V0204
042E0121
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
042E0115
042E0112
042E0115
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0102
042E0102
042E0102
042E0117","检索提取
检索提取
检索提取
检索提取
座位处理入口
座位处理
返回
检索提取
同行人提取
检索提取
座位处理入口
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理入口
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理入口
座位处理
返回
检索提取
检索提取
检索提取
座位处理入口
座位处理
返回
检索提取
同行人提取
检索提取
座位处理入口
座位处理
返回
检索提取
检索提取
检索提取
检索提取
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位处理按钮
座位处理-确定按钮
从其他页面返回检索页刷新
序号输入框选中旅客
提取同行人按钮
序号输入框选中旅客
座位处理按钮
座位处理-确定按钮
从其他页面返回检索页刷新
旅客查询页签检索按钮
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
座位处理按钮
座位处理-确定按钮
从其他页面返回检索页刷新
序号输入框选中旅客
旅客提取页签检索按钮
列表切换旅客
旅客提取页签检索按钮
序号输入框选中旅客
序号输入框选中旅客
座位处理按钮
座位处理-确定按钮
从其他页面返回检索页刷新
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
座位处理按钮
座位处理-确定按钮
从其他页面返回检索页刷新
序号输入框选中旅客
提取同行人按钮
序号输入框选中旅客
座位处理按钮
座位处理-确定按钮
从其他页面返回检索页刷新
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客检索清空按钮",BRT_0401
