路径编号,业务ID,业务组名称,操作简称,路径编码
634,"16200101
040P0700
042E0118
nav","业务信息查询
座位锁放入口
检索提取
结束","FSD航班值机情况-查询按钮
座位与旅客控制页面
序号输入框选中旅客
关闭当前页面",BRT_040Other
635,"042E0102
042E0102
042E0102
040P0700
07161403
042E0118
07161401
07161403
040P0200
nav","检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
座位图旅客处理
座位锁放
航班详情入口
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
座位与旅客控制-刷新
座位属性更改按钮
航班控制页面加载
关闭当前页面",BRT_040Other
636,"042E0102
040P0700
042E0118
042E0102
040P0700
07161403
042E0118
040P0202
07161401
042E0133
040P0700
042E0118
042E0102
040P0700
042E0118
042E0118
042E0118
040P0202
040P0700
040P0200
040P0200
040P0202
040P0700
07161403
040P0200
nav","检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
航班详情
座位图旅客处理
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
航班详情
座位锁放入口
航班详情入口
航班详情入口
航班详情
座位锁放入口
座位锁放
航班详情入口
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
航班控制-刷新按钮
座位与旅客控制-刷新
旅客查询-刷新
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
航班控制-刷新按钮
座位与旅客控制页面
航班控制页面加载
航班控制页面加载
航班控制-刷新按钮
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
关闭当前页面",BRT_040Other
637,"042E0102
040P0700
042E0118
042E0102
042E0102
040P0700
07161403
042E0118
042E0102
042E0102
040P0700
07161403
042E0118
040P0202
040P0202
040P0202
040P0202
040P0700
040P0200
040P0700
042E0118
040P0200
042E0118
040P0700
07161403
042E0118
040P0700
042E0118
040P0200
042E0118
040P0700
042E0118
040P0700
042E0118
040P0700
nav","检索提取
座位锁放入口
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
航班详情
航班详情
航班详情
航班详情
座位锁放入口
航班详情入口
座位锁放入口
检索提取
航班详情入口
检索提取
座位锁放入口
座位锁放
检索提取
座位锁放入口
检索提取
航班详情入口
检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
座位锁放入口
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
座位与旅客控制页面
航班控制页面加载
座位与旅客控制页面
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
关闭当前页面",BRT_040Other
638,"16200101
16200101
040P0202
040P0202
01010910
040P0700
07161403
040P0200
040P0700
040P0200
nav","业务信息查询
业务信息查询
航班详情
航班详情
框架公共功能
座位锁放入口
座位锁放
航班详情入口
座位锁放入口
航班详情入口
结束","FSD航班值机情况-查询按钮
FSD航班值机情况-查询按钮
航班控制-刷新按钮
航班控制-刷新按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
座位与旅客控制页面
航班控制页面加载
关闭当前页面",BRT_040Other
639,"042E0102
040P0700
042E0118
040P0700
042E0118
040P0700
07161403
042E0118
042E0102
040P0700
07161403
042E0118
042E0102
042E0102
042E0102
042E0102
040P0700
07161403
042E0118
040P0200
040P0202
042E0118
16200902
040P0202
040P0205
040P0202
042E0118
042E0133
042E0119
042E0102
042E0133
040P0200
042E0118
040P0700
042E0118
040P0700
042E0118
nav","检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
航班详情入口
航班详情
检索提取
航班备注管理页面
航班详情
OP/CI航班
航班详情
检索提取
检索提取
None
检索提取
检索提取
航班详情入口
检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
航班控制页面加载
航班控制-刷新按钮
序号输入框选中旅客
新增按钮
航班控制-刷新按钮
CI按钮
航班控制-刷新按钮
序号输入框选中旅客
旅客查询-刷新
None
旅客查询页签检索按钮
旅客查询-刷新
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
关闭当前页面",BRT_040Other
640,"042E0102
nav","检索提取
结束","旅客查询页签检索按钮
关闭当前页面",BRT_040Other
641,"042E0102
040P0700
16200700
nav","检索提取
座位锁放入口
None
结束","旅客查询页签检索按钮
座位与旅客控制页面
None
关闭当前页面",BRT_040Other
642,"042E0102
040P0700
042E0118
040P0802
042E0133
042E0133
042E0133
040P0200
040P0202
040P0202
042E0118
042E0133
040P0200
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0205
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
16200700
nav","检索提取
座位锁放入口
检索提取
OP/CI航班
检索提取
检索提取
检索提取
航班详情入口
航班详情
航班详情
检索提取
检索提取
航班详情入口
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
OP/CI航班
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
None
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
开放值机OP按钮
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
序号输入框选中旅客
旅客查询-刷新
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
CI按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
None
关闭当前页面",BRT_040Other
643,"042E0102
16200700
16200701
16200701
042E0100
nav","检索提取
None
None
None
检索提取
结束","旅客查询页签检索按钮
None
None
None
旅客检索页面加载
关闭当前页面",BRT_040Other
644,"16200101
042E0102
040P0200
040P0202
040P0202
042E0118
040P0200
040P0202
040P0202
040P0202
040P0202
040P0202
040P0700
040P0200
040P0202
040P0700
040P0200
040P0202
040P0700
040P0200
042E0118
042E0102
040P0700
042E0118
042E0102
042E0102
040P0700
07161403
042E0118
042E0102
042E0117","业务信息查询
检索提取
航班详情入口
航班详情
航班详情
检索提取
航班详情入口
航班详情
航班详情
航班详情
航班详情
航班详情
座位锁放入口
航班详情入口
航班详情
座位锁放入口
航班详情入口
航班详情
座位锁放入口
航班详情入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
结束","FSD航班值机情况-查询按钮
旅客查询页签检索按钮
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
序号输入框选中旅客
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
座位与旅客控制页面
航班控制页面加载
航班控制-刷新按钮
座位与旅客控制页面
航班控制页面加载
航班控制-刷新按钮
座位与旅客控制页面
航班控制页面加载
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客检索清空按钮",-
645,"042E0102
040P0200
040P0202
042E0118
040P0200
040P0202
040P0202
042E0118
042E0133
01010910
040P0700
07161403
nav","检索提取
航班详情入口
航班详情
检索提取
航班详情入口
航班详情
航班详情
检索提取
检索提取
框架公共功能
座位锁放入口
座位锁放
结束","旅客查询页签检索按钮
航班控制页面加载
航班控制-刷新按钮
序号输入框选中旅客
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
序号输入框选中旅客
旅客查询-刷新
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
关闭当前页面",BRT_040Other
646,"16200101
042E0133
042E0133
042E0133
040P0200
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
01010910
nav","业务信息查询
检索提取
检索提取
检索提取
航班详情入口
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
框架公共功能
结束","FSD航班值机情况-查询按钮
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
系统自动轮询登机办理定时刷新
关闭当前页面",BRT_040Other
647,"042E0102
040P0700
07161403
042E0118
040P0700
042E0118
040P0700
042E0118
nav","检索提取
座位锁放入口
座位锁放
检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
结束","旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
关闭当前页面",BRT_040Other
648,"042E0102
042E0112
040V0200
040V0204
040P0700
07161403
040V0206
042E0118
042E0102
042E0102
042E0102
042E0102
042E0112
040O0240
042E0118
040V0200
040V0204
042E0118
042E0102
042E0102
042E0117","检索提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
同行人提取
检索提取
None
座位处理
检索提取
检索提取
检索提取
结束","旅客查询页签检索按钮
列表切换旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
列表切换旅客
提取同行人按钮
序号输入框选中旅客
None
座位处理-确定按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客检索清空按钮",BRT_0401
649,"042E0102
01010910
040P0700
nav","检索提取
框架公共功能
座位锁放入口
结束","旅客查询页签检索按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
关闭当前页面",BRT_040Other
650,"042E0102
040P0200
nav","检索提取
航班详情入口
结束","旅客查询页签检索按钮
航班控制页面加载
关闭当前页面",BRT_040Other
651,"042E0102
040P0700
042E0118
042E0102
040P0700
042E0118
nav","检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
关闭当前页面",BRT_040Other
652,"16200101
042E0102
042E0133
040P0700
042E0118
040P0700
042E0118
040P0200
042E0118
040P0700
042E0118
042E0117","业务信息查询
检索提取
检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
航班详情入口
检索提取
座位锁放入口
检索提取
结束","FSD航班值机情况-查询按钮
旅客查询页签检索按钮
旅客查询-刷新
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客检索清空按钮",-
653,"042E0102
07161401
07161403
07161401
07161403
040P0200
nav","检索提取
座位图旅客处理
座位锁放
座位图旅客处理
座位锁放
航班详情入口
结束","旅客查询页签检索按钮
座位与旅客控制-刷新
座位属性更改按钮
座位与旅客控制-刷新
座位属性更改按钮
航班控制页面加载
关闭当前页面",BRT_040Other
654,"042E0102
040P0700
042E0118
042E0102
042E0118
040P0700
07161403
042E0118
042E0102
042E0118
040O0240
040P0700
16200700
nav","检索提取
座位锁放入口
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
检索提取
同行人提取
座位锁放入口
None
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
提取同行人按钮
座位与旅客控制页面
None
关闭当前页面",BRT_040Other
655,"042E0102
040P0700
042E0118
042E0102
042E0118
040P0700
07161403
07161403
nav","检索提取
座位锁放入口
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
座位锁放
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
座位属性更改按钮
座位属性更改按钮
关闭当前页面",BRT_040Other
656,"042E0102
042E0102
040O0240
nav","检索提取
检索提取
同行人提取
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
提取同行人按钮
关闭当前页面",BRT_040Other
657,"042E0115
042E0115
042E0102
042E0106
042E0106
01010910
040P0700
07161403
07161401
07161401
07161401
nav","检索提取
检索提取
检索提取
旅客详情入口
旅客详情入口
框架公共功能
座位锁放入口
座位锁放
座位图旅客处理
座位图旅客处理
座位图旅客处理
结束","旅客提取页签检索按钮
旅客提取页签检索按钮
旅客查询页签检索按钮
旅客详情按钮
旅客详情按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
座位与旅客控制-刷新
座位与旅客控制-刷新
座位与旅客控制-刷新
关闭当前页面",BRT_040Other
658,"042E0102
040P0700
042E0118
042E0102
042E0118
040P0700
042E0118
07161403
042E0118
042E0117","检索提取
座位锁放入口
检索提取
检索提取
检索提取
座位锁放入口
检索提取
座位锁放
检索提取
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位属性更改按钮
序号输入框选中旅客
旅客检索清空按钮",BRT_0401
659,"162R0300
nav","值机员综合办理统计入口
结束","值机员综合办理统计页面加载
关闭当前页面",BRT_040Other
660,"042E0102
042E0102
040P0200
042E0118
042E0133
042E0133
042E0133
040P0202
040P0202
040P0202
040P0202
040P0202
040P0700
040P0200
042E0133
16200700
nav","检索提取
检索提取
航班详情入口
检索提取
检索提取
检索提取
检索提取
航班详情
航班详情
航班详情
航班详情
航班详情
座位锁放入口
航班详情入口
检索提取
None
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
座位与旅客控制页面
航班控制页面加载
旅客查询-刷新
None
关闭当前页面",BRT_040Other
661,"042E0102
042E0102
nav","检索提取
检索提取
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
关闭当前页面",BRT_040Other
662,"042E0102
16200700
040P0700
042E0118
040P0200
040P0700
040P0200
040P0202
nav","检索提取
None
座位锁放入口
检索提取
航班详情入口
座位锁放入口
航班详情入口
航班详情
结束","旅客查询页签检索按钮
None
座位与旅客控制页面
序号输入框选中旅客
航班控制页面加载
座位与旅客控制页面
航班控制页面加载
航班控制-刷新按钮
关闭当前页面",BRT_040Other
663,"042E0102
040P0700
042E0118
042E0118
042F0800
042E0118
042E0112
042F0800
042E0118
042E0112
042F0800
042E0118
042E0118
042E0100
042E0102
16200902
nav","检索提取
座位锁放入口
检索提取
检索提取
证件校验入口
检索提取
检索提取
证件校验入口
检索提取
检索提取
证件校验入口
检索提取
检索提取
检索提取
检索提取
航班备注管理页面
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
国际证件校验页面加载
序号输入框选中旅客
列表切换旅客
国际证件校验页面加载
序号输入框选中旅客
列表切换旅客
国际证件校验页面加载
序号输入框选中旅客
序号输入框选中旅客
旅客检索页面加载
旅客查询页签检索按钮
新增按钮
关闭当前页面",BRT_040Other
664,"042E0102
040P0700
07161403
042E0118
042E0102
042E0118
042E0102
042E0118
040P0700
07161403
042E0118
042E0102
042E0118
042E0117","检索提取
座位锁放入口
座位锁放
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
检索提取
结束","旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
旅客检索清空按钮",BRT_0401
665,"16200101
16200102
042E0133
040P0700
042E0118
042E0118
040P0200
042E0118
040P0202
040P0202
042E0118
16200700
nav","业务信息查询
业务信息查询
检索提取
座位锁放入口
检索提取
检索提取
航班详情入口
检索提取
航班详情
航班详情
检索提取
None
结束","FSD航班值机情况-查询按钮
FSD航班值机情况-刷新按钮
旅客查询-刷新
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
航班控制-刷新按钮
航班控制-刷新按钮
序号输入框选中旅客
None
关闭当前页面",BRT_040Other
666,"16200101
01010910
040P0700
07161403
040P0200
042E0119
042E0102
040P0700
042E0118
042E0102
040P0700
042E0118
040P0700
042E0118
042E0119
nav","业务信息查询
框架公共功能
座位锁放入口
座位锁放
航班详情入口
None
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
None
结束","FSD航班值机情况-查询按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
None
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
None
关闭当前页面",BRT_040Other
667,"042E0102
040P0700
07161403
01010910
040P0700
07161403
07161401
042E0100
042E0102
040P0700
042E0118
042E0102
040P0700
042E0118
042E0102
040P0700
07161403
042E0118
042E0102
040P0700
07161403
042E0118
042E0102
040P0700
07161403
07161403
042E0118
042E0117","检索提取
座位锁放入口
座位锁放
框架公共功能
座位锁放入口
座位锁放
座位图旅客处理
检索提取
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
座位锁放入口
座位锁放
座位锁放
检索提取
结束","旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
座位与旅客控制-刷新
旅客检索页面加载
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
座位属性更改按钮
序号输入框选中旅客
旅客检索清空按钮",BRT_0401
668,"16200100
16200101
042E0117","业务信息查询入口
业务信息查询
结束","FSD查询页面加载
FSD航班值机情况-查询按钮
旅客检索清空按钮",-
669,"16200100
16200101
042E0102
040P0200
042E0118
040P0700
042E0118
040P0200
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0112
040O0240
042E0118
040V0200
040V0204
042E0118
040P0700
07161403
042E0118
042E0117","业务信息查询入口
业务信息查询
检索提取
航班详情入口
检索提取
座位锁放入口
检索提取
航班详情入口
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
同行人提取
检索提取
None
座位处理
检索提取
座位锁放入口
座位锁放
检索提取
结束","FSD查询页面加载
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
列表切换旅客
提取同行人按钮
序号输入框选中旅客
None
座位处理-确定按钮
序号输入框选中旅客
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客检索清空按钮",-
670,"042E0102
042E0102
042E0102
042E0112
040V0200
040V0204
040P0700
07161403
040V0206
042E0118
042E0102
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0112
040V0200
040V0204
040P0700
07161403
040V0206
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0112
040O0240
042E0118
040V0200
042E0118
16200700
nav","检索提取
检索提取
检索提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
同行人提取
检索提取
None
检索提取
None
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
列表切换旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
列表切换旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
列表切换旅客
提取同行人按钮
序号输入框选中旅客
None
序号输入框选中旅客
None
关闭当前页面",BRT_040Other
671,"042E0102
042E0102
042E0112
042E0106
042F0300
042E0118
042E0102
042E0102
040P0200
042E0118
042E0112
040O0240
042E0118
040V0200
040V0205
040V0204
042E0118
042E0102
042E0112
040O0240
042E0118
040V0200
040V0204
042E0118
042E0102
042E0112
042E0112
040O0240
042E0118
040V0200
040V0204
040P0700
07161403
040V0206
042E0118
042E0102
042E0112
040O0240
042E0118
040V0200
040V0204
040P0700
07161403
040V0206
042E0118
042E0102
042E0112
042E0118
040V0200
040V0204
040P0700
07161403
040V0206
042E0118
042E0102
042E0102
040P0700
07161403
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0100
042E0102
nav","检索提取
检索提取
检索提取
旅客详情入口
None
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
同行人提取
检索提取
None
座位处理
座位处理
检索提取
检索提取
检索提取
同行人提取
检索提取
None
座位处理
检索提取
检索提取
检索提取
检索提取
同行人提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
同行人提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
列表切换旅客
旅客详情按钮
None
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
列表切换旅客
提取同行人按钮
序号输入框选中旅客
None
联程/多航段旅客切换航段
座位处理-确定按钮
序号输入框选中旅客
旅客查询页签检索按钮
列表切换旅客
提取同行人按钮
序号输入框选中旅客
None
座位处理-确定按钮
序号输入框选中旅客
旅客查询页签检索按钮
列表切换旅客
列表切换旅客
提取同行人按钮
序号输入框选中旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
序号输入框选中旅客
旅客查询页签检索按钮
列表切换旅客
提取同行人按钮
序号输入框选中旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
序号输入框选中旅客
旅客查询页签检索按钮
列表切换旅客
序号输入框选中旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客检索页面加载
旅客查询页签检索按钮
关闭当前页面",BRT_040Other
