business_id,business_label,BP,KC,PG,BT,SUB,business_class,class_name
042E0115,1,04,2E,01,15,13.447,02,检索提取
042E0118,0,04,2E,01,18,1.473,02,检索提取
042E0115,1,04,2E,01,15,9.647,02,检索提取
042E0118,0,04,2E,01,18,1.438,02,检索提取
042E0115,1,04,2E,01,15,3.497,02,检索提取
042E0118,0,04,2E,01,18,1.312,02,检索提取
040O0200,0,04,0O,02,00,0.808,04,值机接收
040O0211,0,04,0O,02,11,0.638,04,值机接收
040O0204,0,04,0O,02,04,5.411,04,值机接收
040O0204,0,04,0O,02,04,2.958,04,值机接收
040O0204,0,04,0O,02,04,23.749,04,值机接收
040O0204,0,04,0O,02,04,0.616,04,值机接收
040O0204,0,04,0O,02,04,26.151,04,值机接收
040O0204,0,04,0O,02,04,0.728,04,值机接收
01010917,-1,01,01,09,17,19.737,05,结束
042E0115,1,04,2E,01,15,11.006,02,检索提取
042E0146,0,04,2E,01,46,1.568,09,重打牌
042E0146,0,04,2E,01,46,0.618,09,重打牌
01010917,-1,01,01,09,17,5.687,05,结束
042E0115,1,04,2E,01,15,4.778,02,检索提取
042E0146,0,04,2E,01,46,1.959,09,重打牌
042E0146,0,04,2E,01,46,0.648,09,重打牌
01010917,-1,01,01,09,17,16.548,05,结束
042E0115,1,04,2E,01,15,5.574,02,检索提取
042E0115,1,04,2E,01,15,4.908,02,检索提取
042E0118,0,04,2E,01,18,1.302,02,检索提取
042E0118,0,04,2E,01,18,1.618,02,检索提取
040O0200,0,04,0O,02,00,0.746,04,值机接收
040O0211,0,04,0O,02,11,0.544,04,值机接收
040O0204,0,04,0O,02,04,9.286,04,值机接收
040O0204,0,04,0O,02,04,2.874,04,值机接收
01010917,-1,01,01,09,17,25.916,05,结束
042E0117,-1,04,2E,01,17,0.384,05,结束
042E0115,1,04,2E,01,15,1.917,02,检索提取
01010917,-1,01,01,09,17,7.765,05,结束
042E0117,-1,04,2E,01,17,0.462,05,结束
042E0115,1,04,2E,01,15,7.243,02,检索提取
042E0141,0,04,2E,01,41,5.525,15,客票详情
042E0121,0,04,2E,01,21,1.938,05,结束
040O0200,0,04,0O,02,00,0.721,04,值机接收
040O0211,0,04,0O,02,11,0.487,04,值机接收
040O0204,0,04,0O,02,04,4.695,04,值机接收
040O0211,0,04,0O,02,11,1.816,04,值机接收
01010917,-1,01,01,09,17,8.182,05,结束
042E0115,1,04,2E,01,15,5.74,02,检索提取
042E0146,0,04,2E,01,46,1.746,09,重打牌
042E0146,0,04,2E,01,46,0.506,09,重打牌
040O0200,0,04,0O,02,00,0.968,04,值机接收
040O0211,0,04,0O,02,11,0.498,04,值机接收
040O0204,0,04,0O,02,04,1.853,04,值机接收
01010917,-1,01,01,09,17,17.15,05,结束
042E0115,1,04,2E,01,15,5.669,02,检索提取
042E0188,0,04,2E,01,88,1.733,02,检索提取
042E0115,1,04,2E,01,15,3.007,02,检索提取
042E0118,0,04,2E,01,18,1.326,02,检索提取
040O0200,0,04,0O,02,00,1.342,04,值机接收
040O0211,0,04,0O,02,11,0.436,04,值机接收
040O0204,0,04,0O,02,04,9.804,04,值机接收
040O0204,0,04,0O,02,04,4.575,04,值机接收
040O0204,0,04,0O,02,04,29.119,04,值机接收
040O0204,0,04,0O,02,04,0.76,04,值机接收
01010917,-1,01,01,09,17,38.744,05,结束
042E0115,1,04,2E,01,15,1.881,02,检索提取
042E0115,1,04,2E,01,15,4.892,02,检索提取
042E0118,0,04,2E,01,18,1.342,02,检索提取
042E0115,1,04,2E,01,15,1.358,02,检索提取
042E0118,0,04,2E,01,18,1.318,02,检索提取
042E0115,1,04,2E,01,15,3.605,02,检索提取
042E0118,0,04,2E,01,18,1.303,02,检索提取
040O0200,0,04,0O,02,00,1.179,04,值机接收
040O0211,0,04,0O,02,11,0.692,04,值机接收
040O0204,0,04,0O,02,04,1.537,04,值机接收
01010917,-1,01,01,09,17,17.34,05,结束
042E0115,1,04,2E,01,15,5.091,02,检索提取
040O0200,0,04,0O,02,00,4.687,04,值机接收
040O0211,0,04,0O,02,11,0.629,04,值机接收
040O0204,0,04,0O,02,04,13.189,04,值机接收
040O0204,0,04,0O,02,04,2.61,04,值机接收
042E0121,0,04,2E,01,21,19.989,05,结束
042E0115,1,04,2E,01,15,3.121,02,检索提取
042E0118,0,04,2E,01,18,1.449,02,检索提取
040O0200,0,04,0O,02,00,1.411,04,值机接收
040O0211,0,04,0O,02,11,0.428,04,值机接收
040O0204,0,04,0O,02,04,2.228,04,值机接收
040O0204,0,04,0O,02,04,5.394,04,值机接收
01010917,-1,01,01,09,17,20.559,05,结束
042E0115,1,04,2E,01,15,10.886,02,检索提取
040O0200,0,04,0O,02,00,1.322,04,值机接收
040O0211,0,04,0O,02,11,0.484,04,值机接收
040O0204,0,04,0O,02,04,6.908,04,值机接收
01010917,-1,01,01,09,17,19.906,05,结束
042E0115,1,04,2E,01,15,4.661,02,检索提取
040O0200,0,04,0O,02,00,1.545,04,值机接收
040O0211,0,04,0O,02,11,0.613,04,值机接收
040O0204,0,04,0O,02,04,2.623,04,值机接收
040O0204,0,04,0O,02,04,3.628,04,值机接收
01010917,-1,01,01,09,17,23.791,05,结束
042E0115,1,04,2E,01,15,3.102,02,检索提取
040O0200,0,04,0O,02,00,1.411,04,值机接收
040O0211,0,04,0O,02,11,0.585,04,值机接收
040O0204,0,04,0O,02,04,4.215,04,值机接收
040O0204,0,04,0O,02,04,22.706,04,值机接收
040O0204,0,04,0O,02,04,0.76,04,值机接收
01010917,-1,01,01,09,17,7.606,05,结束
042E0117,-1,04,2E,01,17,0.385,05,结束
042E0115,1,04,2E,01,15,6.879,02,检索提取
042E0115,1,04,2E,01,15,23.773,02,检索提取
042E0115,1,04,2E,01,15,7.0,02,检索提取
042E0118,0,04,2E,01,18,1.429,02,检索提取
040O0200,0,04,0O,02,00,1.227,04,值机接收
040O0211,0,04,0O,02,11,0.561,04,值机接收
040O0204,0,04,0O,02,04,4.192,04,值机接收
040O0204,0,04,0O,02,04,5.088,04,值机接收
040O0204,0,04,0O,02,04,0.551,04,值机接收
040O0211,0,04,0O,02,11,16.72,04,值机接收
040O0204,0,04,0O,02,04,5.221,04,值机接收
040O0204,0,04,0O,02,04,0.186,04,值机接收
01010917,-1,01,01,09,17,17.029,05,结束
042E0115,1,04,2E,01,15,3.118,02,检索提取
040O0200,0,04,0O,02,00,2.003,04,值机接收
040O0211,0,04,0O,02,11,0.422,04,值机接收
040O0204,0,04,0O,02,04,11.068,04,值机接收
040O0204,0,04,0O,02,04,12.832,04,值机接收
01010917,-1,01,01,09,17,13.391,05,结束
042E0115,1,04,2E,01,15,9.077,02,检索提取
042E0141,0,04,2E,01,41,7.423,15,客票详情
042E0121,0,04,2E,01,21,2.011,05,结束
040O0200,0,04,0O,02,00,1.173,04,值机接收
040O0211,0,04,0O,02,11,0.44,04,值机接收
040O0238,0,04,0O,02,38,0.874,09,重打牌
040O0238,0,04,0O,02,38,0.662,09,重打牌
040O0204,0,04,0O,02,04,3.333,04,值机接收
040O0204,0,04,0O,02,04,0.507,04,值机接收
040O0239,0,04,0O,02,39,8.148,09,重打牌
040O0204,0,04,0O,02,04,41.255,04,值机接收
040O0204,0,04,0O,02,04,0.179,04,值机接收
01010917,-1,01,01,09,17,18.522,05,结束
042E0115,1,04,2E,01,15,5.248,02,检索提取
040O0200,0,04,0O,02,00,1.489,04,值机接收
040O0211,0,04,0O,02,11,0.448,04,值机接收
040O0204,0,04,0O,02,04,35.855,04,值机接收
01010917,-1,01,01,09,17,22.177,05,结束
042E0117,-1,04,2E,01,17,0.319,05,结束
042E0115,1,04,2E,01,15,10.113,02,检索提取
042E0188,0,04,2E,01,88,2.265,02,检索提取
042E0146,0,04,2E,01,46,1.415,09,重打牌
042E0146,0,04,2E,01,46,0.649,09,重打牌
040O0200,0,04,0O,02,00,0.757,04,值机接收
040O0211,0,04,0O,02,11,0.465,04,值机接收
040O0204,0,04,0O,02,04,1.824,04,值机接收
042E0121,0,04,2E,01,21,28.097,05,结束
042E0115,1,04,2E,01,15,6.218,02,检索提取
042E0118,0,04,2E,01,18,1.44,02,检索提取
040O0200,0,04,0O,02,00,0.47,04,值机接收
040O0211,0,04,0O,02,11,0.476,04,值机接收
040O0204,0,04,0O,02,04,1.706,04,值机接收
040O0238,0,04,0O,02,38,1.341,09,重打牌
040O0238,0,04,0O,02,38,0.695,09,重打牌
01010917,-1,01,01,09,17,28.198,05,结束
042E0115,1,04,2E,01,15,2.807,02,检索提取
040O0200,0,04,0O,02,00,2.923,04,值机接收
040O0211,0,04,0O,02,11,0.434,04,值机接收
040O0204,0,04,0O,02,04,19.408,04,值机接收
01010917,-1,01,01,09,17,12.285,05,结束
042E0115,1,04,2E,01,15,5.21,02,检索提取
040O0200,0,04,0O,02,00,1.509,04,值机接收
040O0211,0,04,0O,02,11,0.658,04,值机接收
040O0204,0,04,0O,02,04,9.647,04,值机接收
040O0204,0,04,0O,02,04,4.495,04,值机接收
01010917,-1,01,01,09,17,36.913,05,结束
042E0115,1,04,2E,01,15,4.529,02,检索提取
042E0115,1,04,2E,01,15,3.017,02,检索提取
042E0118,0,04,2E,01,18,1.314,02,检索提取
040O0200,0,04,0O,02,00,1.379,04,值机接收
040O0211,0,04,0O,02,11,0.442,04,值机接收
040O0204,0,04,0O,02,04,4.963,04,值机接收
040O0210,0,04,0O,02,10,6.551,04,值机接收
040O0204,0,04,0O,02,04,15.276,04,值机接收
040O0204,0,04,0O,02,04,0.647,04,值机接收
040O0210,0,04,0O,02,10,5.983,04,值机接收
01010917,-1,01,01,09,17,23.163,05,结束
042E0115,1,04,2E,01,15,2.276,02,检索提取
040O0200,0,04,0O,02,00,3.019,04,值机接收
040O0211,0,04,0O,02,11,0.481,04,值机接收
040O0204,0,04,0O,02,04,2.849,04,值机接收
040O0204,0,04,0O,02,04,7.582,04,值机接收
040O0204,0,04,0O,02,04,2.338,04,值机接收
01010917,-1,01,01,09,17,14.797,05,结束
042E0117,-1,04,2E,01,17,0.352,05,结束
042E0115,1,04,2E,01,15,4.371,02,检索提取
040O0200,0,04,0O,02,00,1.582,04,值机接收
040O0211,0,04,0O,02,11,0.41,04,值机接收
040O0262,0,04,0O,02,62,6.824,04,值机接收
040O0262,0,04,0O,02,62,3.709,04,值机接收
040O0262,0,04,0O,02,62,2.132,04,值机接收
040O0262,0,04,0O,02,62,1.452,04,值机接收
040O0204,0,04,0O,02,04,5.264,04,值机接收
01010917,-1,01,01,09,17,16.512,05,结束
042E0115,1,04,2E,01,15,2.259,02,检索提取
042E0115,1,04,2E,01,15,7.41,02,检索提取
042E0118,0,04,2E,01,18,1.282,02,检索提取
040O0240,0,04,0O,02,40,5.307,04,值机接收
042E0118,0,04,2E,01,18,14.779,02,检索提取
040O0200,0,04,0O,02,00,0.626,04,值机接收
040O0211,0,04,0O,02,11,0.473,04,值机接收
040O0262,0,04,0O,02,62,7.115,04,值机接收
040O0262,0,04,0O,02,62,6.944,04,值机接收
040O0262,0,04,0O,02,62,2.223,04,值机接收
040O0204,0,04,0O,02,04,4.768,04,值机接收
040O0204,0,04,0O,02,04,0.76,04,值机接收
040O0211,0,04,0O,02,11,1.895,04,值机接收
040O0204,0,04,0O,02,04,4.64,04,值机接收
042E0121,0,04,2E,01,21,25.292,05,结束
042E0117,-1,04,2E,01,17,0.657,05,结束
01010917,-1,01,01,09,17,1.587,05,结束
042E0115,1,04,2E,01,15,14.05,02,检索提取
042E0115,1,04,2E,01,15,9.6,02,检索提取
042E0118,0,04,2E,01,18,1.296,02,检索提取
040O0200,0,04,0O,02,00,7.372,04,值机接收
040O0211,0,04,0O,02,11,0.422,04,值机接收
040O0204,0,04,0O,02,04,10.857,04,值机接收
040O0204,0,04,0O,02,04,5.953,04,值机接收
040O0204,0,04,0O,02,04,0.601,04,值机接收
01010903,-1,01,01,09,03,27.256,05,结束
01010102,0,01,01,01,02,50.641,01,登录
042E0100,0,04,2E,01,00,2.318,02,检索提取
042E0117,-1,04,2E,01,17,2.998,05,结束
042E0117,-1,04,2E,01,17,0.281,05,结束
042E0200,1,04,2E,02,00,5.554,02,检索提取
042E0112,0,04,2E,01,12,2.639,02,检索提取
042E0112,0,04,2E,01,12,2.27,02,检索提取
040O0211,0,04,0O,02,11,1.002,04,值机接收
040O0280,0,04,0O,02,80,2.299,15,客票详情
040O0200,0,04,0O,02,00,1.632,04,值机接收
040O0204,0,04,0O,02,04,1.073,04,值机接收
040O0204,0,04,0O,02,04,5.986,04,值机接收
040O0204,0,04,0O,02,04,0.246,04,值机接收
040O0204,0,04,0O,02,04,42.151,04,值机接收
040O0204,0,04,0O,02,04,0.247,04,值机接收
042E0200,1,04,2E,02,00,28.597,02,检索提取
042E0112,0,04,2E,01,12,0.208,02,检索提取
042E0200,1,04,2E,02,00,1.962,02,检索提取
042E0214,0,04,2E,02,14,1.455,02,检索提取
042E0112,0,04,2E,01,12,0.379,02,检索提取
040O0211,0,04,0O,02,11,2.949,04,值机接收
040O0238,0,04,0O,02,38,1.61,09,重打牌
040O0238,0,04,0O,02,38,0.621,09,重打牌
040O0238,0,04,0O,02,38,0.11,09,重打牌
040O0204,0,04,0O,02,04,5.365,04,值机接收
040O0204,0,04,0O,02,04,0.201,04,值机接收
042E0200,1,04,2E,02,00,31.965,02,检索提取
042E0224,-1,04,2E,02,24,0.097,05,结束
042E0112,0,04,2E,01,12,0.066,02,检索提取
042E0200,1,04,2E,02,00,3.992,02,检索提取
042E0112,0,04,2E,01,12,0.63,02,检索提取
040O0211,0,04,0O,02,11,1.64,04,值机接收
040O0204,0,04,0O,02,04,2.353,04,值机接收
042E0200,1,04,2E,02,00,11.198,02,检索提取
042E0112,0,04,2E,01,12,0.104,02,检索提取
042E0224,-1,04,2E,02,24,6.557,05,结束
042E0200,1,04,2E,02,00,2.419,02,检索提取
042E0112,0,04,2E,01,12,0.648,02,检索提取
040O0211,0,04,0O,02,11,3.996,04,值机接收
040O0204,0,04,0O,02,04,6.136,04,值机接收
042E0200,1,04,2E,02,00,23.749,02,检索提取
042E0224,-1,04,2E,02,24,0.083,05,结束
042E0112,0,04,2E,01,12,0.033,02,检索提取
042E0200,1,04,2E,02,00,7.755,02,检索提取
042E0112,0,04,2E,01,12,0.641,02,检索提取
042E0112,0,04,2E,01,12,7.892,02,检索提取
040O0211,0,04,0O,02,11,0.966,04,值机接收
040O0204,0,04,0O,02,04,1.26,04,值机接收
042E0200,1,04,2E,02,00,6.589,02,检索提取
042E0112,0,04,2E,01,12,0.16,02,检索提取
042E0224,-1,04,2E,02,24,0.149,05,结束
042E0200,1,04,2E,02,00,6.903,02,检索提取
042E0112,0,04,2E,01,12,1.396,02,检索提取
042E0112,0,04,2E,01,12,0.729,02,检索提取
040O0211,0,04,0O,02,11,0.848,04,值机接收
040O0204,0,04,0O,02,04,0.782,04,值机接收
040O0238,0,04,0O,02,38,1.885,09,重打牌
040O0238,0,04,0O,02,38,0.8,09,重打牌
01010600,-1,01,01,06,00,11.681,05,结束
01010102,0,01,01,01,02,38.435,01,登录
042E0100,0,04,2E,01,00,3.419,02,检索提取
042E0117,-1,04,2E,01,17,3.831,05,结束
042E0117,-1,04,2E,01,17,0.238,05,结束
042E0117,-1,04,2E,01,17,0.703,05,结束
042E0117,-1,04,2E,01,17,0.257,05,结束
042E0117,-1,04,2E,01,17,3.038,05,结束
042E0117,-1,04,2E,01,17,0.256,05,结束
042E0117,-1,04,2E,01,17,1.746,05,结束
042E0200,1,04,2E,02,00,1.796,02,检索提取
042E0112,0,04,2E,01,12,0.652,02,检索提取
040O0211,0,04,0O,02,11,1.726,04,值机接收
040O0204,0,04,0O,02,04,2.274,04,值机接收
040O0204,0,04,0O,02,04,6.862,04,值机接收
042E0224,-1,04,2E,02,24,19.641,05,结束
042E0112,0,04,2E,01,12,0.058,02,检索提取
042E0200,1,04,2E,02,00,9.004,02,检索提取
042E0112,0,04,2E,01,12,1.31,02,检索提取
040O0211,0,04,0O,02,11,1.017,04,值机接收
040O0204,0,04,0O,02,04,1.642,04,值机接收
042E0200,1,04,2E,02,00,22.115,02,检索提取
042E0224,-1,04,2E,02,24,0.137,05,结束
042E0112,0,04,2E,01,12,0.049,02,检索提取
042E0200,1,04,2E,02,00,0.874,02,检索提取
042E0112,0,04,2E,01,12,1.118,02,检索提取
040O0211,0,04,0O,02,11,1.0,04,值机接收
040O0204,0,04,0O,02,04,1.952,04,值机接收
042E0224,-1,04,2E,02,24,17.409,05,结束
042E0112,0,04,2E,01,12,0.05,02,检索提取
042E0200,1,04,2E,02,00,1.195,02,检索提取
042E0112,0,04,2E,01,12,0.637,02,检索提取
040O0211,0,04,0O,02,11,1.78,04,值机接收
040O0204,0,04,0O,02,04,1.232,04,值机接收
042E0200,1,04,2E,02,00,11.071,02,检索提取
042E0112,0,04,2E,01,12,0.153,02,检索提取
042E0224,-1,04,2E,02,24,0.197,05,结束
042E0200,1,04,2E,02,00,0.786,02,检索提取
042E0112,0,04,2E,01,12,1.528,02,检索提取
040O0211,0,04,0O,02,11,2.25,04,值机接收
040O0204,0,04,0O,02,04,2.999,04,值机接收
040O0204,0,04,0O,02,04,0.317,04,值机接收
042E0200,1,04,2E,02,00,15.256,02,检索提取
042E0112,0,04,2E,01,12,0.167,02,检索提取
042E0224,-1,04,2E,02,24,0.19,05,结束
042E0200,1,04,2E,02,00,2.178,02,检索提取
042E0112,0,04,2E,01,12,1.587,02,检索提取
042E0112,0,04,2E,01,12,0.647,02,检索提取
040O0211,0,04,0O,02,11,0.795,04,值机接收
040O0204,0,04,0O,02,04,2.104,04,值机接收
040O0204,0,04,0O,02,04,14.45,04,值机接收
040O0204,0,04,0O,02,04,22.225,04,值机接收
042E0224,-1,04,2E,02,24,21.405,05,结束
042E0112,0,04,2E,01,12,0.064,02,检索提取
042E0200,1,04,2E,02,00,5.17,02,检索提取
042E0112,0,04,2E,01,12,1.448,02,检索提取
042E0112,0,04,2E,01,12,1.069,02,检索提取
040O0211,0,04,0O,02,11,0.795,04,值机接收
040O0204,0,04,0O,02,04,2.193,04,值机接收
042E0200,1,04,2E,02,00,16.112,02,检索提取
042E0112,0,04,2E,01,12,0.159,02,检索提取
042E0224,-1,04,2E,02,24,0.192,05,结束
042E0200,1,04,2E,02,00,0.743,02,检索提取
042E0112,0,04,2E,01,12,0.627,02,检索提取
042E0112,0,04,2E,01,12,2.932,02,检索提取
042E0146,0,04,2E,01,46,1.277,09,重打牌
042E0112,0,04,2E,01,12,0.233,02,检索提取
040O0211,0,04,0O,02,11,0.756,04,值机接收
040O0204,0,04,0O,02,04,4.587,04,值机接收
042E0200,1,04,2E,02,00,38.257,02,检索提取
042E0112,0,04,2E,01,12,0.123,02,检索提取
042E0200,1,04,2E,02,00,0.103,02,检索提取
042E0214,0,04,2E,02,14,2.066,02,检索提取
042E0112,0,04,2E,01,12,1.345,02,检索提取
042E0112,0,04,2E,01,12,0.769,02,检索提取
040O0211,0,04,0O,02,11,1.071,04,值机接收
040O0204,0,04,0O,02,04,0.474,04,值机接收
040O0204,0,04,0O,02,04,21.788,04,值机接收
040O0204,0,04,0O,02,04,27.299,04,值机接收
042E0224,-1,04,2E,02,24,20.888,05,结束
042E0200,1,04,2E,02,00,8.229,02,检索提取
042E0112,0,04,2E,01,12,0.505,02,检索提取
040O0211,0,04,0O,02,11,1.372,04,值机接收
040O0238,0,04,0O,02,38,0.364,09,重打牌
040O0238,0,04,0O,02,38,0.506,09,重打牌
040O0238,0,04,0O,02,38,0.127,09,重打牌
040O0204,0,04,0O,02,04,2.073,04,值机接收
042E0200,1,04,2E,02,00,21.08,02,检索提取
042E0112,0,04,2E,01,12,0.121,02,检索提取
042E0224,-1,04,2E,02,24,0.221,05,结束
042E0200,1,04,2E,02,00,9.426,02,检索提取
042E0112,0,04,2E,01,12,0.505,02,检索提取
040O0211,0,04,0O,02,11,1.311,04,值机接收
040O0204,0,04,0O,02,04,1.592,04,值机接收
042E0200,1,04,2E,02,00,16.978,02,检索提取
042E0112,0,04,2E,01,12,0.13,02,检索提取
042E0224,-1,04,2E,02,24,0.217,05,结束
042E0202,0,04,2E,02,02,5.127,02,检索提取
042E0212,1,04,2E,02,12,2.572,02,检索提取
042E0224,-1,04,2E,02,24,0.064,05,结束
042E0223,-1,04,2E,02,23,0.023,05,结束
042E0201,1,04,2E,02,01,5.136,02,检索提取
042E0112,0,04,2E,01,12,0.591,02,检索提取
042E0211,1,04,2E,02,11,1.834,02,检索提取
040O0211,0,04,0O,02,11,2.525,04,值机接收
040O0204,0,04,0O,02,04,1.587,04,值机接收
042E0200,1,04,2E,02,00,16.866,02,检索提取
042E0112,0,04,2E,01,12,0.865,02,检索提取
042E0224,-1,04,2E,02,24,0.508,05,结束
042E0200,1,04,2E,02,00,6.612,02,检索提取
042E0112,0,04,2E,01,12,1.793,02,检索提取
040O0211,0,04,0O,02,11,1.143,04,值机接收
040O0204,0,04,0O,02,04,3.579,04,值机接收
040O0204,0,04,0O,02,04,0.111,04,值机接收
042E0200,1,04,2E,02,00,1.35,02,检索提取
042E0112,0,04,2E,01,12,0.111,02,检索提取
042E0224,-1,04,2E,02,24,17.599,05,结束
042E0200,1,04,2E,02,00,2.541,02,检索提取
042E0112,0,04,2E,01,12,0.762,02,检索提取
040O0211,0,04,0O,02,11,1.538,04,值机接收
040O0204,0,04,0O,02,04,1.462,04,值机接收
040O0204,0,04,0O,02,04,5.245,04,值机接收
040O0204,0,04,0O,02,04,0.103,04,值机接收
042E0200,1,04,2E,02,00,20.388,02,检索提取
042E0112,0,04,2E,01,12,0.185,02,检索提取
042E0224,-1,04,2E,02,24,0.172,05,结束
042E0200,1,04,2E,02,00,1.795,02,检索提取
042E0112,0,04,2E,01,12,1.535,02,检索提取
042E0224,-1,04,2E,02,24,24.621,05,结束
042E0200,1,04,2E,02,00,14.011,02,检索提取
042E0112,0,04,2E,01,12,0.557,02,检索提取
040O0211,0,04,0O,02,11,3.505,04,值机接收
040O0204,0,04,0O,02,04,1.817,04,值机接收
040O0238,0,04,0O,02,38,2.414,09,重打牌
040O0238,0,04,0O,02,38,0.636,09,重打牌
042E0200,1,04,2E,02,00,19.704,02,检索提取
042E0112,0,04,2E,01,12,0.158,02,检索提取
042E0224,-1,04,2E,02,24,0.16,05,结束
042E0200,1,04,2E,02,00,4.489,02,检索提取
042E0112,0,04,2E,01,12,0.373,02,检索提取
040O0211,0,04,0O,02,11,1.853,04,值机接收
040O0204,0,04,0O,02,04,0.906,04,值机接收
040O0204,0,04,0O,02,04,2.476,04,值机接收
042E0200,1,04,2E,02,00,27.774,02,检索提取
042E0112,0,04,2E,01,12,0.181,02,检索提取
042E0224,-1,04,2E,02,24,0.17,05,结束
042E0200,1,04,2E,02,00,2.122,02,检索提取
042E0112,0,04,2E,01,12,0.537,02,检索提取
040O0211,0,04,0O,02,11,1.107,04,值机接收
040O0204,0,04,0O,02,04,1.867,04,值机接收
042E0200,1,04,2E,02,00,20.349,02,检索提取
042E0112,0,04,2E,01,12,0.109,02,检索提取
042E0224,-1,04,2E,02,24,0.219,05,结束
042E0200,1,04,2E,02,00,0.677,02,检索提取
042E0112,0,04,2E,01,12,2.369,02,检索提取
042E0112,0,04,2E,01,12,1.428,02,检索提取
040O0211,0,04,0O,02,11,0.681,04,值机接收
040O0204,0,04,0O,02,04,5.61,04,值机接收
042E0200,1,04,2E,02,00,12.853,02,检索提取
042E0112,0,04,2E,01,12,0.197,02,检索提取
042E0150,0,04,2E,01,50,0.757,32,航班详情
042E0200,1,04,2E,02,00,5.393,02,检索提取
042E0112,0,04,2E,01,12,0.095,02,检索提取
042E0224,-1,04,2E,02,24,0.174,05,结束
042E0200,1,04,2E,02,00,6.311,02,检索提取
042E0112,0,04,2E,01,12,1.751,02,检索提取
042E0112,0,04,2E,01,12,1.591,02,检索提取
040O0211,0,04,0O,02,11,0.902,04,值机接收
040O0204,0,04,0O,02,04,3.542,04,值机接收
040O0204,0,04,0O,02,04,3.681,04,值机接收
040O0204,0,04,0O,02,04,20.753,04,值机接收
040O0204,0,04,0O,02,04,0.204,04,值机接收
042E0200,1,04,2E,02,00,19.684,02,检索提取
042E0112,0,04,2E,01,12,0.124,02,检索提取
042E0224,-1,04,2E,02,24,0.213,05,结束
042E0200,1,04,2E,02,00,22.836,02,检索提取
042E0112,0,04,2E,01,12,0.645,02,检索提取
040O0211,0,04,0O,02,11,1.186,04,值机接收
040O0270,0,04,0O,02,70,0.874,10,旅客详情
040O0280,0,04,0O,02,80,1.421,15,客票详情
040O0200,0,04,0O,02,00,2.323,04,值机接收
040O0285,0,04,0O,02,85,0.75,22,证件校验
042F0801,0,04,2F,08,01,1.07,22,证件校验
042F0802,0,04,2F,08,02,2.446,22,证件校验
040O0200,0,04,0O,02,00,1.765,04,值机接收
040O0204,0,04,0O,02,04,1.903,04,值机接收
040O0204,0,04,0O,02,04,2.462,04,值机接收
040O0204,0,04,0O,02,04,0.25,04,值机接收
042E0200,1,04,2E,02,00,32.488,02,检索提取
042E0112,0,04,2E,01,12,0.122,02,检索提取
042E0224,-1,04,2E,02,24,0.21,05,结束
042E0200,1,04,2E,02,00,2.515,02,检索提取
042E0112,0,04,2E,01,12,0.533,02,检索提取
040O0211,0,04,0O,02,11,1.365,04,值机接收
040O0238,0,04,0O,02,38,0.805,09,重打牌
040O0238,0,04,0O,02,38,0.619,09,重打牌
040O0204,0,04,0O,02,04,4.025,04,值机接收
042E0200,1,04,2E,02,00,26.923,02,检索提取
042E0112,0,04,2E,01,12,0.122,02,检索提取
042E0224,-1,04,2E,02,24,1.179,05,结束
042E0200,1,04,2E,02,00,4.774,02,检索提取
042E0112,0,04,2E,01,12,0.529,02,检索提取
042E0112,0,04,2E,01,12,1.638,02,检索提取
042E0146,0,04,2E,01,46,0.104,09,重打牌
042E0112,0,04,2E,01,12,0.177,02,检索提取
040O0211,0,04,0O,02,11,1.074,04,值机接收
040O0204,0,04,0O,02,04,2.579,04,值机接收
042E0224,-1,04,2E,02,24,32.256,05,结束
042E0112,0,04,2E,01,12,0.073,02,检索提取
042E0200,1,04,2E,02,00,14.534,02,检索提取
042E0112,0,04,2E,01,12,0.551,02,检索提取
040O0211,0,04,0O,02,11,1.359,04,值机接收
040O0238,0,04,0O,02,38,0.933,09,重打牌
040O0204,0,04,0O,02,04,5.59,04,值机接收
042E0200,1,04,2E,02,00,27.35,02,检索提取
042E0112,0,04,2E,01,12,0.181,02,检索提取
042E0211,1,04,2E,02,11,19.094,02,检索提取
042E0214,0,04,2E,02,14,1.017,02,检索提取
042E0112,0,04,2E,01,12,0.279,02,检索提取
040O0211,0,04,0O,02,11,1.742,04,值机接收
040O0204,0,04,0O,02,04,1.412,04,值机接收
040O0204,0,04,0O,02,04,2.864,04,值机接收
042E0200,1,04,2E,02,00,34.222,02,检索提取
042E0112,0,04,2E,01,12,0.129,02,检索提取
042E0224,-1,04,2E,02,24,0.209,05,结束
042E0200,1,04,2E,02,00,3.304,02,检索提取
042E0112,0,04,2E,01,12,0.642,02,检索提取
040O0211,0,04,0O,02,11,1.257,04,值机接收
040O0285,0,04,0O,02,85,2.498,22,证件校验
042F0801,0,04,2F,08,01,0.958,22,证件校验
042F0802,0,04,2F,08,02,3.165,22,证件校验
040O0200,0,04,0O,02,00,1.988,04,值机接收
040O0204,0,04,0O,02,04,2.158,04,值机接收
040O0238,0,04,0O,02,38,1.554,09,重打牌
040O0238,0,04,0O,02,38,0.682,09,重打牌
040O0204,0,04,0O,02,04,4.996,04,值机接收
040O0204,0,04,0O,02,04,0.282,04,值机接收
042E0200,1,04,2E,02,00,40.65,02,检索提取
042E0224,-1,04,2E,02,24,0.098,05,结束
042E0112,0,04,2E,01,12,0.044,02,检索提取
